,id,predicted
0,a/B_color_0_0002.png,a
1,a/B_color_0_0003.png,a
2,a/B_color_0_0004.png,a
3,a/B_color_0_0005.png,a
4,a/B_color_0_0006.png,a
5,a/B_color_0_0007.png,a
6,a/B_color_0_0008.png,a
7,a/B_color_0_0009.png,a
8,a/B_color_0_0010.png,a
9,a/B_color_0_0011.png,a
10,a/B_color_0_0012.png,a
11,a/B_color_0_0013.png,a
12,a/B_color_0_0014.png,a
13,a/B_color_0_0015.png,a
14,a/B_color_0_0016.png,a
15,a/B_color_0_0017.png,a
16,a/B_color_0_0018.png,a
17,a/B_color_0_0019.png,a
18,a/B_color_0_0020.png,a
19,a/B_color_0_0021.png,a
20,a/B_color_0_0022.png,a
21,a/B_color_0_0023.png,a
22,a/B_color_0_0024.png,a
23,a/B_color_0_0025.png,a
24,a/B_color_0_0026.png,a
25,a/B_color_0_0027.png,a
26,a/B_color_0_0028.png,a
27,a/B_color_0_0029.png,a
28,a/B_color_0_0030.png,a
29,a/B_color_0_0031.png,a
30,a/B_color_0_0032.png,a
31,a/B_color_0_0033.png,a
32,a/B_color_0_0034.png,a
33,a/B_color_0_0035.png,a
34,a/B_color_0_0036.png,a
35,a/B_color_0_0037.png,a
36,a/B_color_0_0038.png,a
37,a/B_color_0_0039.png,a
38,a/B_color_0_0040.png,a
39,a/B_color_0_0041.png,a
40,a/B_color_0_0042.png,a
41,a/B_color_0_0043.png,a
42,a/B_color_0_0044.png,a
43,a/B_color_0_0045.png,a
44,a/B_color_0_0046.png,a
45,a/B_color_0_0047.png,a
46,a/B_color_0_0048.png,a
47,a/B_color_0_0049.png,a
48,a/B_color_0_0050.png,a
49,a/B_color_0_0051.png,a
50,a/B_color_0_0052.png,a
51,a/B_color_0_0053.png,a
52,a/B_color_0_0054.png,a
53,a/B_color_0_0055.png,a
54,a/B_color_0_0056.png,a
55,a/B_color_0_0057.png,a
56,a/B_color_0_0058.png,a
57,a/B_color_0_0059.png,a
58,a/B_color_0_0060.png,a
59,a/B_color_0_0061.png,a
60,a/B_color_0_0062.png,a
61,a/B_color_0_0063.png,a
62,a/B_color_0_0064.png,a
63,a/B_color_0_0065.png,a
64,a/B_color_0_0066.png,a
65,a/B_color_0_0067.png,a
66,a/B_color_0_0068.png,a
67,a/B_color_0_0069.png,a
68,a/B_color_0_0070.png,a
69,a/B_color_0_0071.png,a
70,a/B_color_0_0072.png,a
71,a/B_color_0_0073.png,a
72,a/B_color_0_0074.png,a
73,a/B_color_0_0075.png,a
74,a/B_color_0_0076.png,a
